tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve										tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve	maxQueueLength	time	maxWaitingTime	time	averageWaitTime	maxTramDelay	averageTramDelay/total	averageTramDelay/delayed	fractionOfRunsDelayed	passengersNotArrived
																16	13	10592	0	4515	12	1001	3	634,0191326	15,2066233	634,0191326	5,878997348	236,5521683	6,652233993	8,517346327	0,781021898	0
																16	5	10397	0	4838	4	954	2	632,1446057	10,69362463	658,7657771	9,014237568	500,3573417	7,453759556	9,117545171	0,817518248	0
																16	13	11177	0	4480	10	940	2	662,9754003	11,46335956	627,3640227	5,155767567	245,004593	8,208250076	10,22300237	0,802919708	0
																16	15	10310	0	4220	12	893	2	626,1154034	8,979551825	626,1154034	4,414689712	662,1661333	6,065937308	7,694753808	0,788321168	0
																16	12	11129	1	5079	7	903	2	652,1734216	13,16577578	728,6335149	6,15796228	236,9263636	10,94303065	12,59827899	0,868613139	0
																16	7	10206	0	4406	5	921	2	692,8244638	11,03589503	692,8244638	6,126424785	597,914512	4,809614165	6,523932085	0,737226277	0
																16	7	10517	2	4452	5	834	2	716,4655446	21,49836937	716,4655446	8,719783393	896,0712262	7,226888902	8,761803359	0,824817518	0
																16	14	11030	1	4595	8	831	4	664,3443754	24,58959437	720,7489535	8,618957103	460,9951917	9,633624142	10,64360087	0,905109489	0
																16	14	10863	0	4732	10	930	2	183,2234586	7,3011393	681,3308216	3,435256904	563,5571572	10,43966479	11,44187261	0,912408759	0
																16	17	10564	0	4264	12	945	4	700,6572872	17,55079398	700,6572872	6,133805885	649,1974479	7,856666568	9,045069914	0,868613139	0
																16	7	10505	0	4348	7	912	1	616,1156857	9,608362357	698,6854045	4,0318342	251,2313333	11,36722947	12,35960664	0,919708029	0
																16	14	10692	0	5052	10	968	5	634,5234708	16,5102579	634,5234708	6,298542269	659,1042618	7,887589144	9,396519241	0,839416058	0
																16	14	10960	1	5096	13	983	3	643,2200186	9,745733082	643,2200186	4,845109503	337,0778459	10,13165271	11,1938421	0,905109489	0
																16	11	10907	0	4224	5	982	2	543,0056338	14,05530279	726,9952679	4,518355664	249,1955856	9,689036428	11,15460496	0,868613139	0
																16	14	10834	0	4618	9	864	3	613,0830702	28,22822883	309,5403936	7,094396857	258,8637069	9,676358912	11,52748844	0,839416058	0
																16	12	10498	2	4652	8	982	2	638,6954997	13,85664446	717,4965028	5,821500021	500,2495489	8,156026351	9,469284832	0,861313869	0
																16	17	10835	1	5130	12	978	3	615,5772723	16,13780743	496,9603102	7,0354974	650,0394074	5,986929733	7,594531235	0,788321168	0
																16	15	11294	1	5698	9	1015	3	626,0931791	25,68822383	592,6797091	9,427573551	762,9937347	9,340830017	10,32011058	0,905109489	0
																16	12	10720	0	4540	12	933	3	664,0610681	11,95189687	664,0610681	6,739275397	951,2506987	9,477574052	11,09767218	0,854014599	0
																16	18	10878	0	4846	15	958	4	682,7805576	15,28423818	682,7805576	6,482374992	553,5528496	10,24026012	11,49930849	0,890510949	0
																16	6	10726	0	5014	5	972	1	457,370861	24,62589358	457,370861	12,10485276	660,2001606	6,848073317	8,376661111	0,817518248	0
																16	9	10875	1	5046	6	910	2	665,1194087	18,785683	690,9128577	8,12385257	531,4953424	6,976774033	9,190558101	0,759124088	0
																16	10	10767	0	3932	8	950	2	666,8484781	20,43748749	705,631367	6,923006224	244,6223073	8,125810225	10,40407477	0,781021898	0
																16	8	10252	0	4173	6	860	3	639,5822466	16,00257546	639,5822466	7,948044634	831,9086236	11,66303059	12,58137946	0,927007299	0
																16	9	10649	0	4398	5	1021	2	646,4328086	26,97391063	646,4328086	9,336700295	748,1469769	8,949345092	10,56948515	0,846715328	0
																16	12	10354	0	4518	8	933	2	629,3673779	10,30395591	294,596313	3,983034653	744,3960013	8,504890055	9,958717415	0,854014599	0
																16	15	10862	0	5171	10	915	3	714,9788283	19,47358947	714,9788283	5,570455533	654,3041583	7,381352298	9,277479494	0,795620438	0
																16	15	10619	0	4329	13	833	5	640,1398438	21,10555184	640,1398438	9,026864672	678,8721433	11,27508663	13,54988481	0,832116788	0
																16	11	10912	0	4482	10	887	3	625,9900337	17,6344916	625,9900337	6,712671253	776,9421595	9,18156449	10,9380377	0,839416058	0
																16	18	10324	0	4213	15	974	3	638,1575054	16,65978588	638,1575054	6,410282046	216,6299636	7,198256316	8,884334372	0,810218978	0
																16	13	11100	0	4288	9	977	2	632,7658242	12,67978186	646,5252816	5,331578698	662,7532778	7,64628873	9,88246751	0,773722628	0
																16	8	10905	0	4157	8	888	2	629,0842895	8,382249512	639,6485736	4,99061796	678,3328073	9,676089589	11,42779546	0,846715328	0
																16	12	10366	0	4132	10	835	3	680,4624974	22,13290628	623,9592869	5,452180989	222,9376732	9,723320978	11,89370513	0,817518248	0
																16	12	10733	0	4541	7	904	2	413,3701427	14,46676807	413,3701427	5,394145329	349,3201641	8,143490228	9,070391555	0,897810219	0
																16	7	10896	0	5323	5	868	1	533,6723227	7,063192167	576,3486846	4,027065698	502,6614056	9,431328208	10,33673572	0,912408759	0
																16	11	11105	2	5163	8	973	2	165,3878634	7,386688617	570,4867499	3,088767816	668,5020286	6,696354451	7,908625515	0,846715328	0
																16	8	10706	0	4457	5	953	2	673,9298928	7,878780023	724,8429472	2,788726296	315,1775087	11,09077208	12,98663055	0,854014599	0
																16	17	10750	0	4541	14	863	2	619,3413552	11,49880254	192,890124	4,551782879	314,4242851	8,4305568	9,62488568	0,875912409	0
																16	16	10381	0	5051	9	789	3	689,7982229	33,53407541	736,1823016	8,278679276	737,020281	7,622896347	9,493970905	0,802919708	0
																16	12	11062	0	5045	7	872	3	668,5753097	13,25384303	623,3874825	6,46510298	882,9287704	9,188555079	10,66806818	0,861313869	0
																16	13	10799	0	4539	8	913	3	655,2691427	13,29621157	726,5301914	5,682738117	291,2988903	11,90415602	13,36778176	0,890510949	0
																16	16	10127	0	4374	12	796	4	622,5778324	21,40227488	733,3698688	8,570600429	673,9476642	10,16041919	11,40965105	0,890510949	0
																16	6	10646	0	5075	5	972	1	280,0939645	7,028177847	613,2986254	3,574031883	223,1865348	5,804826998	7,502465083	0,773722628	0
																16	14	10915	0	5007	11	837	3	687,9759787	35,55493113	451,489346	6,648482373	452,4687238	8,300532673	9,170749808	0,905109489	0
																16	14	10506	0	4131	10	936	2	643,1817716	12,77157144	628,8892894	6,265950002	575,6673884	7,710842757	9,516986106	0,810218978	0
																16	14	10736	0	4803	9	954	3	715,0726724	15,4372346	715,0726724	6,551441007	658,9003477	6,187631613	8,562682131	0,722627737	0
																16	13	11014	0	4788	10	865	3	640,3658064	17,16739467	640,3658064	9,578977691	655,1215361	8,101025109	9,56759	0,846715328	0
																16	9	10861	0	5177	8	829	2	687,8780898	9,130640807	415,9311703	4,359942271	679,4137252	10,7915976	12,63631514	0,854014599	0
																16	17	10925	0	5145	14	858	3	660,086199	19,95573427	347,8797624	5,795232869	654,079718	8,725060671	10,5781709	0,824817518	0
																16	8	10638	0	4349	8	845	3	633,0650011	16,91582901	691,2195133	9,394085359	405,7907605	6,96681023	8,837527792	0,788321168	0
																16	11	10857	0	4852	8	894	2	639,8455383	13,91324261	717,5182165	5,329514881	506,4266749	12,18800249	13,46577694	0,905109489	0
																16	16	10782	1	4383	14	887	3	686,1540863	13,54703932	662,1932945	4,910416179	239,4754355	11,09726076	13,22021499	0,839416058	0
																16	14	10466	0	4704	12	913	3	716,0403945	7,667942833	407,412065	3,920508111	937,6929184	5,115040138	7,786227765	0,656934307	0
																16	8	11199	0	4725	5	948	2	190,5637601	10,8246717	190,5637601	5,468090219	250,7652018	9,608831825	10,970083	0,875912409	0
																16	12	10546	0	5021	9	947	2	720,3759556	11,98708971	720,3759556	4,577435701	664,3955923	5,82676243	7,67563897	0,759124088	0
																16	14	10781	0	4874	11	987	3	613,6001978	12,27337782	613,6001978	7,06528839	613,6001978	8,084347864	9,715400504	0,832116788	0
																16	13	10716	0	3892	8	859	2	664,8979404	12,3925824	664,8979404	5,317252855	226,8502737	10,24461597	11,69593657	0,875912409	0
																16	11	10823	0	4789	8	854	2	706,3249921	10,19511438	488,4638239	3,984555469	241,6078585	8,653970008	11,08031674	0,781021898	0
																16	8	10761	0	4218	7	991	2	643,5622173	7,307219954	643,5622173	4,392217134	844,2521072	10,77355549	11,99981383	0,897810219	0
																16	14	10712	1	4838	10	966	4	658,6386105	13,96623287	687,7315669	5,979949633	223,8726567	7,610376414	9,392987105	0,810218978	0
																16	11	10193	0	4665	8	850	3	672,7521071	9,529538315	672,7521071	4,55151758	938,9523141	5,918521759	7,796514241	0,759124088	0
																16	9	10906	1	5394	4	866	2	403,4720983	13,93779513	558,7225808	6,407489035	651,4115301	9,003967045	9,947931332	0,905109489	0
																16	14	10841	0	4744	11	965	3	607,335058	18,87869796	689,3941993	7,865147684	607,335058	9,17379876	10,21797098	0,897810219	0
																16	12	10975	0	5333	10	857	1	274,1142093	9,041523691	627,5935907	2,909025853	651,9727946	6,651499332	8,209508185	0,810218978	0
																16	8	10906	0	5361	8	876	2	622,1423796	15,91588176	711,3285773	7,072605081	782,0524007	7,312780966	9,541438023	0,766423358	0
																16	12	10627	0	4963	10	977	3	668,947792	13,50537254	668,947792	5,845949244	940,9847031	6,396179921	8,189501394	0,781021898	0
																16	15	10357	0	4356	13	890	3	650,0693569	14,15196681	631,799987	3,277985962	239,3669641	7,656546746	9,449972109	0,810218978	0
																16	8	10982	1	5217	6	809	1	170,6866936	10,38864683	682,2852072	6,911264409	498,8208476	7,171670677	8,851521467	0,810218978	0
																16	11	10624	0	4993	8	853	1	476,504488	14,5888256	713,6880347	6,949184962	648,5403234	4,747247819	7,146955507	0,664233577	0
																16	7	10511	0	4111	5	936	1	456,5699089	11,63431897	631,3017049	4,230157348	395,4035384	7,421869244	9,243600786	0,802919708	0
																16	12	10808	0	5177	11	879	3	612,3281452	8,365002486	612,3281452	4,497448455	395,9014384	5,323528193	8,194644522	0,649635036	0
										2,55703E-11	0	0,776427829	0,000710551	0,552216209	6,5781E-236	16	12	11000	1	4984	9	929	4	668,4903519	20,75710622	668,4903519	7,898080186	505,3651444	9,872949061	11,08683624	0,890510949	0
																17	13	5914	0	1391	10	592	2	193,8110895	7,759065946	649,7104899	3,922900287	273,1524973	15,38819085	16,86545717	0,912408759	0
																17	9	6019	1	2128	6	644	2	632,0430498	11,0986964	632,0430498	4,246411051	941,3256778	6,870517868	8,47982836	0,810218978	0
																17	8	6341	0	2189	8	723	3	715,9529764	19,63352316	630,0932664	7,765499068	782,4415002	8,460504867	10,16744883	0,832116788	0
																17	5	6014	0	1995	5	578	2	687,2286144	9,56449265	687,2286144	6,098462165	733,125475	8,776743441	10,18994789	0,861313869	0
																17	4	6489	0	2379	4	675	2	638,483649	3,487455314	638,483649	3,103925733	939,1358107	6,488172324	8,080723713	0,802919708	0
																17	9	6348	1	2278	6	634	1	159,7503898	6,786285481	709,895999	2,528872432	506,7036818	6,709187734	7,659655997	0,875912409	0
																17	12	6430	0	2156	11	704	3	692,1206884	8,642918727	527,6835578	3,688650073	790,137651	11,24705243	12,73426598	0,883211679	0
																17	6	5974	0	1963	6	620	2	625,9587902	3,383825248	606,9505236	2,029450702	669,3402141	9,068232488	10,6183577	0,854014599	0
																17	2	6146	0	1994	2	660	1	616,8490762	7,316272042	616,8490762	6,560095534	702,0837115	8,690119946	10,26333132	0,846715328	0
																17	3	6471	0	2159	3	753	1	612,2473761	4,317338673	612,2473761	3,729132686	943,5873461	6,827517666	8,581375416	0,795620438	0
																17	9	6402	0	2107	7	644	3	698,7195991	15,43303204	301,2738493	4,543218133	230,3647524	10,8690505	12,20540917	0,890510949	0
																17	6	6861	0	2184	5	693	2	663,9128288	17,23213244	729,982235	5,711325011	669,7109394	11,45233036	13,18461562	0,868613139	0
																17	10	6596	0	2278	10	650	2	617,6736698	14,89309779	663,1930805	6,161382041	841,5727852	9,131707533	10,78486148	0,846715328	0
																17	10	6148	1	1814	4	647	2	699,5751755	11,3422887	697,3853322	3,978383062	236,4368161	7,041754341	9,366216939	0,751824818	0
																17	7	6249	0	2186	5	675	1	294,6508541	14,36188372	294,6508541	6,898918679	598,7383249	7,008586297	8,808957089	0,795620438	0
																17	7	6456	0	2371	5	570	2	642,4314951	14,63950147	725,0146705	6,879727065	799,2774016	7,024677851	9,528523422	0,737226277	0
																17	6	6058	0	2134	4	631	1	204,2923976	11,2407061	204,2923976	4,866233514	458,9453361	8,085910604	9,387879261	0,861313869	0
																17	16	6707	0	2074	14	616	4	626,6682942	17,73344667	676,0120767	7,760198679	599,7444248	8,461039829	9,992779798	0,846715328	0
																17	7	6304	0	2165	7	662	3	648,8336939	11,96848771	648,8336939	6,517353284	648,8336939	7,200990985	8,086358729	0,890510949	0
																17	11	6304	3	2546	6	616	2	162,4981103	12,0438894	410,3288144	5,530440514	670,88875	7,501073733	9,258081995	0,810218978	0
																17	6	6114	0	2059	4	647	1	561,0819599	12,91038644	729,5773082	7,134717558	561,8129381	7,706729609	10,0554472	0,766423358	0
																17	8	6130	0	1345	5	682	2	625,0270642	12,46403193	188,9427741	5,189313625	247,580392	14,40410441	15,91421213	0,905109489	0
																17	8	5949	0	2086	8	606	3	651,6092914	14,52758197	651,6092914	6,624986158	681,6620665	8,919469967	10,18306155	0,875912409	0
																17	13	5948	0	2090	13	665	2	673,7416455	5,782761052	634,9362252	2,07182294	507,5727131	7,344080467	9,1467184	0,802919708	0
																17	6	6608	0	2325	5	677	1	205,2099334	10,20821622	610,4816959	5,871344787	869,6243167	7,261041822	8,881810086	0,817518248	0
																17	10	6325	1	2023	6	589	2	719,4328657	19,75492053	719,4328657	7,007469335	552,5762567	7,100418397	9,09118991	0,781021898	0
																17	8	6022	0	2328	8	597	3	652,6673315	14,41380981	652,6673315	4,929608029	652,6673315	8,046793191	8,962688351	0,897810219	0
																17	7	6175	0	1955	5	642	1	440,4687235	23,67199889	648,9789411	5,013836694	654,4655588	6,755438944	8,047783786	0,839416058	0
																17	6	6315	0	2210	4	689	1	284,5951542	15,79600339	410,44476	7,463683343	237,4067624	6,973321891	8,684955447	0,802919708	0
																17	6	6601	0	2312	5	712	2	632,9920974	12,83390992	706,0798769	7,369584314	501,3483033	7,735920379	9,296676245	0,832116788	0
																17	7	6315	0	1942	6	557	2	628,167422	14,67141941	664,0762066	5,7325214	247,9731636	8,463056523	10,08207603	0,839416058	0
																17	10	6438	0	2309	7	621	2	627,8762311	8,639959655	663,1161726	4,39030953	663,1161726	6,185221213	8,070241011	0,766423358	0
																17	7	6102	1	1943	6	566	1	104,1925113	17,57258808	633,4593267	4,995469063	237,6550776	11,34091245	13,05634459	0,868613139	0
																17	7	6352	0	2282	7	568	2	612,0235898	6,16803807	657,2171811	4,248730238	598,7137737	4,84875809	6,326474841	0,766423358	0
																17	12	6497	0	2373	11	675	3	640,3767419	23,97500407	717,6538649	7,28647463	897,5189667	7,501677738	9,258827478	0,810218978	0
																17	9	5978	0	1844	6	490	3	665,3276316	10,41478712	665,3276316	4,911986748	462,0643209	9,84774776	10,70747177	0,919708029	0
																17	10	6284	1	2019	7	633	3	671,3780949	9,319401273	174,491153	4,359169126	565,0548726	10,58627529	11,60255771	0,912408759	0
																17	7	6500	1	2241	5	633	2	650,982951	12,96422937	629,1809575	6,272918569	650,982951	8,10596108	9,656666678	0,839416058	0
																17	11	6413	1	2217	9	521	2	686,2744189	11,3600145	103,4015487	5,851302516	251,9537078	11,78864306	12,61753203	0,934306569	0
																17	2	5893	0	2013	1	650	1	296,3389766	1,668036527	689,2098335	1,190482023	890,9125329	7,969866895	9,662581987	0,824817518	0
																17	5	6005	0	1816	4	655	2	673,1898206	9,326416421	387,6795951	7,153411282	338,1790786	10,3502943	11,52837658	0,897810219	0
																17	8	6320	0	1579	7	679	2	658,5905009	9,942545028	713,1192653	4,09996239	250,2663432	9,923838862	11,32971603	0,875912409	0
																17	2	6200	0	1878	2	591	1	689,100419	7,252471253	708,5398151	6,302243924	259,6534558	9,959029068	11,36989152	0,875912409	0
																17	5	6521	0	2427	5	638	2	627,1880377	6,68251877	627,1880377	4,306487443	785,0102738	8,560434733	9,773162987	0,875912409	0
																17	4	6175	0	2249	4	704	2	704,7859221	8,730746963	645,3518459	7,319036985	651,0916846	6,184117313	7,632649297	0,810218978	0
																17	7	6204	0	2226	6	702	2	682,2828301	14,90851692	627,3669795	7,149447303	763,7615241	9,514253186	10,26340698	0,927007299	0
																17	9	6275	1	2093	5	571	1	165,5027179	10,85497483	615,8808023	4,179400299	951,9828647	9,845631977	11,14753373	0,883211679	0
																17	12	6209	1	2229	9	683	2	625,4373806	10,31400831	625,4373806	4,09597722	555,0021853	10,57347909	11,68198899	0,905109489	0
																17	5	6562	0	2310	3	697	2	640,6525748	18,31026603	640,6525748	11,00130145	661,8688164	7,049214997	8,397760475	0,839416058	0
																17	10	6340	1	2141	7	620	3	642,402492	14,02403067	642,402492	4,727317483	534,0786412	7,053618631	9,116469363	0,773722628	0
																17	8	6195	0	1711	6	615	2	641,1912153	9,789310893	634,895572	4,194302066	245,564277	8,40302812	10,37130498	0,810218978	0
																17	4	6791	0	2496	3	580	1	610,7038223	14,15491242	691,4838795	7,232405381	832,8797462	11,85416207	12,78756065	0,927007299	0
																17	14	6127	1	2090	12	604	3	647,1811734	25,09066346	647,1811734	8,639835531	748,8482017	9,057122864	10,88443713	0,832116788	0
																17	11	6441	1	2465	6	639	3	708,014912	13,53089228	691,8795875	8,045954591	208,5798277	8,808783483	10,22714693	0,861313869	0
																17	5	6674	0	2827	5	630	2	687,0963339	7,709635816	676,6474349	3,569895515	655,5833692	7,659312602	9,368980593	0,817518248	0
																17	8	6160	0	1851	8	658	3	718,6972499	28,60965844	642,6592401	10,41156017	682,4768236	11,56333418	14,01926356	0,824817518	0
																17	12	6006	0	1844	10	604	2	608,5480925	12,23574196	628,2914063	4,246104508	777,7815294	9,367382115	10,96864401	0,854014599	0
																17	8	6751	0	2536	7	635	2	710,8787708	9,104197765	710,8787708	3,496524284	451,1242463	7,519547674	9,198018138	0,817518248	0
																17	9	6018	0	1951	7	598	2	635,0907101	11,88677501	696,5822418	7,63951107	663,5037427	7,735129165	10,09250186	0,766423358	0
																17	9	6511	0	2073	8	653	2	686,1862832	11,27860936	717,3322591	3,800956433	679,1666135	9,892205155	11,78462701	0,839416058	0
																17	11	6417	1	2052	7	638	2	624,8129179	21,80800158	624,8129179	6,2052798	224,2559304	9,788399758	11,97331042	0,817518248	0
																17	8	6410	0	2246	8	607	2	703,1696937	14,45533442	703,1696937	5,130773048	350,491279	8,300598629	9,245382213	0,897810219	0
																17	13	6335	0	2325	13	649	3	717,4938933	19,29590995	647,0031759	7,400914663	503,2000538	9,526557033	10,52530898	0,905109489	0
																17	5	6110	0	2112	4	670	3	613,4931289	6,680498577	817,4028696	3,143287171	670,0450633	6,72407985	7,806770673	0,861313869	0
																17	4	6239	0	2009	4	623	3	665,2864898	4,572179066	665,2864898	2,588734859	315,8761804	11,35484737	12,96345075	0,875912409	0
																17	14	6468	1	2102	12	657	3	674,4499113	8,194799891	674,4499113	3,629732711	199,6865343	8,678787078	9,908281914	0,875912409	0
																17	4	6286	0	2365	4	515	3	618,7811043	8,383803425	618,7811043	7,309110103	738,9287581	7,937329478	9,623133969	0,824817518	0
																17	5	6151	0	2202	5	568	2	672,4517586	8,267531873	699,9500381	5,501811781	892,4688968	9,399547478	11,19772178	0,839416058	0
																17	8	6315	0	2039	7	598	2	665,8339699	16,12666904	560,6358271	4,801440629	292,752153	12,08261583	13,34934168	0,905109489	0
																17	9	6716	0	2529	9	652	3	647,3619815	20,73923918	647,3619815	6,351750467	674,7086491	10,28571585	11,36405702	0,905109489	0
																17	7	6326	0	2179	7	654	2	712,0928409	8,799111866	643,8866961	2,520529938	178,7028146	6,063618661	8,065201519	0,751824818	0
																17	6	6441	1	2267	3	563	2	676,1331937	14,45434604	619,2573198	7,565706209	453,4363594	8,599095752	9,577854618	0,897810219	0
																17	10	6178	0	1829	7	665	2	629,9569227	8,065206808	629,9569227	5,322983201	578,2334304	7,978521642	9,422909181	0,846715328	0
																17	10	6219	0	2104	8	644	2	662,5987684	17,86252451	717,6435231	6,883952803	659,4331696	6,266932056	8,335628074	0,751824818	0
																17	6	6165	0	2150	6	608	2	655,9511639	11,37756562	714,7619355	5,159798327	655,9511639	8,449042496	9,645990183	0,875912409	0
																17	12	6287	2	2289	6	666	2	731,3063526	12,51234397	731,3063526	5,737602016	680,4127854	11,15080034	12,73049705	0,875912409	0
																17	13	6117	0	2104	12	606	4	711,1032909	17,53120793	195,9225962	8,089251606	655,0548517	8,875057052	10,48174841	0,846715328	0
																17	11	6571	0	2174	10	567	3	647,6527678	12,19607504	692,076334	4,188849614	407,3254763	7,122064962	8,87020818	0,802919708	0
																17	8	6322	0	2100	7	645	2	624,2329601	16,45687395	333,3568416	8,093403241	508,5421224	12,36424801	13,55121582	0,912408759	0
																17	11	6458	1	2098	10	626	2	607,7227831	12,48786984	663,0812559	3,925395294	240,256885	11,53321266	13,39025538	0,861313869	0
																17	7	6238	1	2247	6	630	2	719,8911309	4,786923075	168,4079767	4,06889924	939,2794483	5,324318429	8,195860952	0,649635036	0
																17	8	6177	0	1939	8	736	1	611,279105	7,769348594	631,315945	3,486987514	251,8496417	9,634728286	11,18608284	0,861313869	0
																17	5	6240	0	2406	5	648	2	651,6212088	11,38824589	651,6212088	4,995148043	665,7277104	6,146575546	7,944158961	0,773722628	0
																17	12	6289	2	2348	8	607	2	679,2111417	8,81906493	679,2111417	2,815862587	614,3198059	8,277351279	9,775837286	0,846715328	0
																17	12	6476	1	2100	10	661	2	623,0397001	19,57231724	227,9493137	5,900832916	227,9493137	10,40650719	11,78257425	0,883211679	0
																17	4	6422	0	2125	3	682	1	197,5868607	4,448945123	611,0706159	3,863759079	454,0866551	8,812311519	11,07602457	0,795620438	0
																17	9	6515	0	2189	8	683	2	683,8351444	30,28834029	845,1508573	6,318361878	845,1508573	11,11523353	12,38038206	0,897810219	0
																17	5	6327	0	2464	4	610	2	639,4654534	9,536821937	639,4654534	6,69742733	665,5581561	8,039278163	9,922352327	0,810218978	0
																17	11	6327	0	2435	11	639	4	704,0054308	20,17614303	655,5546723	7,268968674	465,0428641	6,219454134	8,114906822	0,766423358	0
																17	5	6087	0	2290	5	630	2	708,2689305	8,056189648	708,2689305	3,866947595	657,3856492	9,272793053	10,32823291	0,897810219	0
																17	7	6014	2	2204	4	571	2	165,1154103	7,608644395	165,1154103	4,289396019	608,2457482	9,301988449	10,53200345	0,883211679	0
																17	11	6581	0	2435	8	631	1	316,6779101	10,37632839	316,6779101	4,143124585	652,9593526	6,894852925	8,285919743	0,832116788	0
																17	7	6154	0	2323	6	603	2	712,3233538	5,35390688	607,8713393	3,768321653	230,8913077	7,655249518	9,364010571	0,817518248	0
																17	6	6400	0	2467	5	630	1	211,0233492	12,38491763	670,1712078	4,161970312	943,0210487	6,581344197	8,426580888	0,781021898	0
																17	6	6408	1	2349	5	694	2	650,8533895	9,55605311	178,2636113	4,943100619	662,6661827	7,875845806	9,464832241	0,832116788	0
																17	9	6247	0	2248	7	573	2	633,87474	12,39745054	583,1374667	4,896761149	504,8181585	7,528775129	8,969062545	0,839416058	0
																17	12	6240	0	2224	11	623	2	626,2379419	14,50222612	714,7401571	6,614528912	649,3530971	4,921923808	7,173442146	0,686131387	0
																17	9	6536	0	2140	8	583	2	618,4196377	13,0495138	632,1051204	4,648410097	207,0221729	7,645936503	9,352618758	0,817518248	0
																17	3	6269	0	2408	2	614	1	264,1249778	5,087793811	651,071235	4,341092057	396,6912881	5,519341703	8,219019709	0,671532847	0
										0,080997234	1,1118E-135	0,797393142	1	0,688896962	2,7425E-175	17	11	6185	1	1884	7	624	3	702,375217	27,33076814	670,0679516	6,01632001	506,6338586	10,09279639	11,24156997	0,897810219	0
																18	3	2651	0	767	3	461	1	615,2878406	11,51341534	615,2878406	6,43378413	274,4996472	15,75751135	17,84114922	0,883211679	0
																18	10	2786	0	819	8	479	2	701,1931191	10,75740406	730,6917344	2,980246401	942,7504345	7,125191614	8,874102283	0,802919708	0
																18	5	2794	0	822	5	536	2	717,0141895	17,16262894	717,0141895	12,69918205	784,2696506	8,609041727	10,25598884	0,839416058	0
																18	4	2820	1	787	2	402	1	46,0856786	43,87368925	46,0856786	12,16641194	734,9531541	8,963852451	10,6786764	0,839416058	0
																18	7	2917	0	887	6	437	3	711,271541	9,991192767	682,6969846	8,300913247	940,5959669	6,846803798	8,605615783	0,795620438	0
																18	7	2811	0	883	7	474	1	617,3680498	7,476301891	685,9260704	3,560441614	508,2701457	7,064121069	8,271663132	0,854014599	0
																18	5	2753	0	727	5	469	2	631,061258	18,78734645	631,061258	8,042836749	792,5263655	11,25963152	12,64401245	0,890510949	0
																18	6	2767	0	729	6	407	2	654,3231016	12,2380348	654,3231016	5,617001853	670,0946019	9,639240069	11,28697341	0,854014599	0
																18	6	2753	0	816	4	478	2	710,8465088	23,07980326	710,8465088	11,53471125	710,8465088	9,088905795	10,73431115	0,846715328	0
																18	5	2725	0	816	5	463	2	680,283215	8,931429603	680,283215	3,494326086	946,7774361	7,555487415	9,241980142	0,817518248	0
																18	5	2776	0	716	5	457	2	610,5121103	15,91296892	628,071641	6,176395059	177,3013438	11,39621616	13,01068011	0,875912409	0
																18	8	2915	0	811	8	455	3	664,6944601	17,50362692	624,6114114	7,79145764	673,0324763	12,15056323	14,22758259	0,854014599	0
																18	5	2828	0	893	5	446	1	604,9314997	7,692012754	647,1761494	2,684952996	842,2562295	9,729197853	11,29576361	0,861313869	0
																18	3	2585	0	606	2	401	1	372,2499078	7,300858321	372,2499078	3,774120641	238,5164163	7,672250622	9,732391993	0,788321168	0
																18	5	2711	0	716	3	446	1	442,075	9,557432748	728,0727542	5,056321786	601,175196	7,116751924	9,465971006	0,751824818	0
																18	8	2893	0	974	5	395	3	725,6832728	20,1705589	725,6832728	7,498771906	800,2748489	7,665989515	10,29647611	0,744525547	0
																18	8	2690	0	882	7	440	1	614,3833576	11,15929012	614,3833576	4,726040794	459,6301536	8,645032202	9,869745097	0,875912409	0
																18	7	2855	0	859	6	444	1	193,8782265	9,080247401	695,9231845	4,07029639	451,1218392	8,63722248	10,02796169	0,861313869	0
																18	4	2669	0	760	3	416	1	366,7680483	8,096461287	366,7680483	3,148751906	710,8914372	7,566646539	8,567194842	0,883211679	0
																18	5	2770	0	906	5	384	1	601,3323531	10,15046805	617,2500994	4,87534153	359,2337498	7,574858564	9,698650685	0,781021898	0
																18	3	2805	0	762	2	471	1	363,6694635	18,28836211	684,5096584	11,45281717	563,4773367	7,751242754	9,924488386	0,781021898	0
																18	7	2633	0	486	7	418	4	626,1599752	12,92698661	686,9235309	6,623920368	248,9467825	14,81601468	16,50239034	0,897810219	0
																18	9	2705	0	735	8	431	3	633,0149121	8,658183513	633,0149121	3,516209218	663,934653	9,639245254	11,004805	0,875912409	0
																18	8	2695	0	743	6	488	1	287,2138149	10,38458898	348,6907899	4,719377252	508,375929	7,167631713	9,092273562	0,788321168	0
																18	9	2938	0	868	8	481	2	614,7119361	19,10664395	922,0644938	7,684590543	405,6492525	8,026890516	9,907063069	0,810218978	0
																18	6	2737	0	745	5	411	1	359,3254921	7,636620183	634,4586253	5,651089164	554,729912	7,620310526	9,405248126	0,810218978	0
																18	6	2746	0	894	5	482	1	620,4270667	21,27041652	927,4236307	12,60365504	439,7671179	8,50669356	9,398524337	0,905109489	0
																18	1	2747	0	734	1	466	1	708,2847779	0,275497498	708,2847779	0,900870252	558,4870032	6,957685953	8,36142961	0,832116788	0
