tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve										tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve	maxQueueLength	time	maxWaitingTime	time	averageWaitTime	maxTramDelay	averageTramDelay/total	averageTramDelay/delayed	fractionOfRunsDelayed	passengersNotArrived
																5	8954	0	278	0	3428	0	299	652,6727549	27,08499189	867,5003651	6,001809296	303,1990306	4,847714931	8,001649947	0,605839416	0
																5	8935	0	274	0	3438	0	461	647,2449004	20,11951404	42,36687088	5,501089485	857,1457716	3,395848048	5,889002312	0,576642336	0
																5	9091	0	312	0	3524	0	390	675,5940817	25,40709581	203,3226667	5,458641385	744,969303	1,868966244	5,020556381	0,372262774	0
																5	9076	0	307	0	3296	0	412	680,767846	23,50538119	904,558565	5,760806827	630,82879	4,784868336	7,365471484	0,649635036	0
																5	8709	1	310	0	3431	1	494	659,1210656	22,09629502	198,6480193	6,055528973	569,1895742	4,325017234	7,500346343	0,576642336	0
																5	8756	0	286	0	3298	0	538	708,3086404	24,27429423	483,8517353	5,568379079	619,810271	2,691568445	6,044997984	0,445255474	0
																5	8998	1	286	0	3434	1	367	655,7476921	21,16846956	511,2474853	5,336001312	518,7437504	3,150393644	6,961353697	0,452554745	0
																5	8934	0	306	0	3342	0	290	686,3058421	19,72302601	558,6214277	4,968722211	520,1516326	1,804842105	4,665346574	0,386861314	0
																5	9035	0	277	0	3534	0	380	666,7101098	16,68726549	790,8906077	5,201292076	863,01079	3,642436729	6,930747665	0,525547445	0
																5	8969	0	266	0	3435	0	606	695,6326313	20,58943321	188,8751565	5,932734356	465,1293015	3,149287729	6,537157862	0,481751825	0
																5	8791	0	266	0	3284	0	358	688,540374	17,64979601	380,3594627	5,012822203	616,5036283	1,564635022	4,203039176	0,372262774	0
																5	8975	0	290	0	3339	0	344	690,7683707	21,65803396	868,6243619	5,35402914	364,6951712	3,029868353	5,929885205	0,510948905	0
																5	8852	0	277	0	3174	0	346	614,8122096	22,23927275	906,5491544	5,17188993	907,1275636	1,910647774	5,342015205	0,357664234	0
										1	0,996312598	0	0,297449664	1,36994E-06	0,174180848	5	8926	0	255	0	3409	0	449	688,6544912	24,15681401	789,3794636	5,646376608	801,1965883	4,10054202	6,93548465	0,591240876	0
																6	6698	239	245	103	2480	4	442	627,7900263	24,27764003	140,9451271	6,10525596	233,9486364	9,447957139	13,76989498	0,686131387	0
																6	6906	197	239	88	2452	4	318	674,6186115	19,91210546	902,8254494	5,945247026	526,4919283	3,619930247	6,047932242	0,598540146	0
																6	6848	227	198	97	2593	3	567	691,9344191	24,89078907	789,8416667	6,70623261	178,3199833	4,045625903	7,390009983	0,547445255	0
																6	6548	210	188	85	2222	3	419	696,2950006	23,11275157	727,2621833	6,576042623	750,5202045	3,749941713	6,421775183	0,583941606	0
																6	6681	182	182	68	2641	9	282	679,8896309	19,97483477	903,1347361	5,534447013	909,7956975	2,44564638	5,492681214	0,445255474	0
																6	6672	234	208	85	2426	4	417	636,3259911	24,24950047	464,6542049	5,970625911	575,5839099	3,303498507	5,728851841	0,576642336	0
																6	6691	218	174	89	2455	0	544	692,8187911	26,17893316	692,8187911	7,088732028	761,6963596	6,161003706	8,701623791	0,708029197	0
																6	6694	196	236	61	2524	4	478	659,2529393	27,59742333	232,7582521	6,30277277	573,181908	4,514403313	6,949137685	0,649635036	0
																6	6600	207	214	77	2386	7	555	703,3069864	27,86962276	703,3069864	6,937063714	471,505684	3,816212427	6,970948033	0,547445255	0
																6	6621	243	238	92	2437	2	456	674,9041595	23,55820776	670,9443918	7,087146508	921,0527123	3,317796387	5,753646899	0,576642336	0
																6	6726	190	202	72	2462	3	453	619,9736525	26,46745426	245,0835806	6,876956378	190,3946763	6,502675272	9,279859503	0,700729927	0
																6	6749	199	180	51	2622	6	764	716,1883881	34,06413982	716,1883881	7,835459404	764,7790371	6,040552336	9,404041705	0,642335766	0
																6	6699	187	191	43	2519	2	567	694,6989007	31,44824325	185,7359471	6,628572782	185,7359471	5,242540103	7,980311046	0,656934307	0
																6	6724	231	195	111	2554	2	342	692,0435917	26,12975282	747,079715	5,69614412	210,8331839	3,801561248	7,233526263	0,525547445	0
																6	6722	234	193	101	2334	7	372	673,3104379	19,69014502	510,4146095	6,08624643	195,1678022	3,185414289	5,74212839	0,554744526	0
																6	6802	213	192	70	2588	4	566	703,3222611	28,5248987	748,5176637	7,467230811	813,2629597	3,480994291	6,911539389	0,503649635	0
																6	6754	224	193	89	2127	3	534	670,9482113	24,05816515	670,9482113	7,240364005	796,093431	3,679710742	6,905758516	0,532846715	0
																6	6792	218	211	87	2326	3	341	656,5358605	22,98378309	791,2323385	5,828928991	574,2695009	3,679896418	6,074045894	0,605839416	0
																6	6727	210	270	77	2238	2	489	726,689238	25,52038057	726,689238	7,155535718	726,689238	3,544728362	5,99540476	0,591240876	0
																6	6549	233	218	93	2348	2	360	660,5149671	23,69522423	315,3674304	6,035013842	624,4249792	3,52534587	6,70794978	0,525547445	0
																6	6720	214	219	85	2531	5	331	692,3949067	25,26760698	857,6364812	5,933341716	521,0268235	3,710333385	6,601502257	0,562043796	0
																6	6737	212	202	90	2599	3	342	691,0327814	25,9015671	132,7228222	6,238654148	270,9649362	9,146174638	12,91779305	0,708029197	0
																6	6788	208	255	76	2519	7	530	701,5688616	27,32823448	768,6820538	7,833739619	634,252155	4,830893556	7,353693525	0,656934307	0
																6	6762	217	175	91	2614	4	438	705,9992134	27,0125057	471,5966933	6,480334973	477,7191074	3,41293201	6,318536288	0,540145985	0
																6	6736	185	174	66	2500	5	457	698,380511	28,9261592	835,6962603	6,244435598	835,6962603	3,69024587	6,319546052	0,583941606	0
																6	6896	185	202	74	2418	2	408	672,3898726	20,42102973	672,3898726	5,945477003	914,1799519	3,476056977	6,028098808	0,576642336	0
																6	6789	230	251	99	2221	2	440	735,9854735	33,43642415	735,9854735	6,836411849	623,4161694	3,291623542	5,636905315	0,583941606	0
																6	6899	226	244	97	2564	4	373	655,5367175	17,98021464	850,0738277	5,457417921	518,9458642	3,219188797	5,128242619	0,627737226	0
																6	6656	181	228	76	2366	5	380	676,905703	23,28577318	830,9703314	5,776774142	568,5941463	3,14955879	5,677494134	0,554744526	0
																6	6688	164	190	56	2381	6	320	691,5814691	22,0310808	173,8407158	5,461385448	750,89777	3,436334371	6,113997517	0,562043796	0
																6	6603	209	173	77	2283	3	367	663,1654349	30,35514608	278,6973704	6,973068442	214,4048455	4,584006101	7,65864434	0,598540146	0
																6	6571	219	189	80	2520	3	338	672,2345338	23,89532696	514,7139542	5,80609061	630,3713867	2,284063385	5,395115236	0,423357664	0
																6	6554	209	198	87	2445	3	412	617,1586216	26,24882578	783,0808338	6,268008875	190,7775566	5,54239403	7,827917342	0,708029197	0
																6	6773	213	177	96	2546	3	599	701,0061597	26,888536	701,0061597	6,004469933	570,1007521	2,030151833	4,345793767	0,467153285	0
																6	6804	199	248	78	2561	1	520	718,4592918	23,97137349	718,4592918	6,153616566	619,7080166	3,077286079	5,937861872	0,518248175	0
																6	6786	198	194	71	2466	3	538	693,4574973	25,44349759	737,1159112	6,688121678	265,2500554	4,210986296	6,787119089	0,620437956	0
																6	6903	256	194	121	2538	5	444	707,7704171	26,44016853	766,2228176	6,896376783	520,0658225	5,439077933	8,279485298	0,656934307	0
																6	6729	201	215	75	2501	2	477	670,4345115	22,66639294	613,8436038	6,395054861	614,9390156	3,984579726	6,203266165	0,642335766	0
																6	6777	210	208	92	2436	2	376	631,8221094	29,50061845	281,1786895	6,699674403	218,2507038	6,996675717	10,19728269	0,686131387	0
																6	6738	225	215	94	2463	3	373	693,5142082	24,81175364	859,2091126	6,28394793	629,7578892	3,780593105	6,556218422	0,576642336	0
																6	6654	196	240	78	2435	5	433	692,6290074	33,09920938	304,7654849	6,378475541	305,6800318	4,894014818	7,209462689	0,678832117	0
																6	6640	226	182	81	2546	5	375	623,304839	28,82281511	283,2652734	6,343764132	228,2094782	5,438952898	8,467460761	0,642335766	0
																6	6621	208	204	97	2455	5	346	659,8116367	40,47922399	222,0391212	6,889314693	222,0391212	4,731918782	7,905766745	0,598540146	0
																6	6637	200	209	79	2390	7	346	694,4744465	19,53036548	460,5119006	5,964101822	917,0384492	3,639544	6,475552312	0,562043796	0
																6	6730	224	197	100	2459	2	336	697,3610967	19,28668218	251,1476806	5,590973342	466,9921856	2,442149404	4,993648781	0,489051095	0
																6	6645	220	160	92	2316	2	715	664,0667994	34,03538846	664,0667994	7,771330758	781,5616367	4,983639422	7,42128914	0,671532847	0
																6	6694	205	186	67	2418	5	465	690,3837658	20,70667709	336,0997634	6,284030185	622,6082262	4,564775937	6,724454876	0,678832117	0
																6	6709	228	165	83	2429	3	797	693,0189929	35,99206868	693,0189929	8,477108807	643,6290386	5,854792525	8,443227115	0,693430657	0
																6	6734	214	229	78	2584	5	480	629,0765667	22,74332116	686,6637422	6,615225339	629,0765667	3,527646601	6,904108348	0,510948905	0
																6	6543	168	191	53	2170	4	481	722,1529133	25,22612621	722,1529133	7,023907579	198,982445	3,436539712	6,823274501	0,503649635	0
																6	6735	238	209	109	2413	2	423	681,6162231	25,02819921	204,9748806	6,008077495	216,3647563	4,392221175	7,616889887	0,576642336	0
																6	6713	216	198	100	2302	2	495	669,8283721	26,84260073	789,5530713	6,898417729	176,2459424	6,378630143	9,81879022	0,649635036	0
																6	6553	231	188	96	2565	1	338	656,8694911	28,3766783	769,0747482	6,312548872	769,0747482	3,964479334	6,963252163	0,569343066	0
																6	6673	227	185	93	2432	3	556	671,2500654	25,28313715	671,2500654	7,161808432	218,4763209	3,65231247	5,956747719	0,613138686	0
																6	6764	198	209	81	2538	5	521	681,9810592	26,02132607	858,1003918	6,789711374	522,6598584	4,017196804	7,437242732	0,540145985	0
																6	6668	205	199	73	2453	4	702	702,4819145	34,9607295	702,4819145	7,360081176	699,3154415	6,008594454	9,045905937	0,664233577	0
																6	6841	257	178	105	2244	2	537	681,3185057	25,85012612	247,7161458	6,831459904	189,0399393	4,315110703	7,037740075	0,613138686	0
																6	6614	241	182	95	2542	1	446	707,124849	26,76385087	160,1284083	6,612686542	419,5002424	4,089629854	6,832674268	0,598540146	0
																6	6724	192	229	63	2461	0	395	620,1386638	20,61881906	768,5447853	6,20049895	628,9435337	4,222433911	7,416326228	0,569343066	0
																6	6643	208	182	85	2521	2	365	658,379192	26,36134204	786,8718326	6,078751357	522,660665	4,587916526	7,665177611	0,598540146	0
																6	6805	238	243	82	2539	1	299	685,5230079	27,17525429	601,7620893	6,166133344	271,6258145	6,186482976	9,631229178	0,642335766	0
																6	6728	218	200	107	2432	2	434	672,0566169	22,00627722	796,156492	6,779983079	796,4253524	4,168223429	6,880079636	0,605839416	0
																6	6647	199	194	81	2582	3	354	709,0656046	21,13048905	71,58103129	5,951120333	570,1478532	5,349987583	7,797322329	0,686131387	0
																6	6691	184	271	73	2558	4	650	701,908691	30,21230005	696,9422799	6,689169015	366,7466027	3,11429598	5,400741129	0,576642336	0
																6	6690	205	247	78	2319	3	577	683,9416044	26,03586247	683,9416044	6,831951237	577,7544568	5,928846542	8,640978471	0,686131387	0
																6	6684	192	180	59	2081	4	618	721,4355491	30,14233951	721,4355491	7,568207592	863,4780293	4,403252572	6,702728915	0,656934307	0
																6	6808	182	198	83	2579	5	690	705,4240761	32,62059319	705,4240761	7,405556702	752,1574829	3,498279955	6,144414793	0,569343066	0
																6	6805	222	207	89	2677	3	584	702,1036739	26,46733388	850,8949036	6,156228126	850,8949036	4,215377887	6,277247505	0,671532847	0
																6	6777	213	217	83	2425	6	390	683,6288875	25,94852678	145,0268378	6,155223781	185,5670521	7,577273318	11,04347282	0,686131387	0
																6	6545	205	225	77	2446	4	552	700,6579744	27,23166767	635,9289573	8,013169251	635,9289573	5,80311547	7,871552667	0,737226277	0
																6	6632	210	197	100	2602	7	304	682,7255601	22,57187178	564,2764092	5,668654113	197,088768	3,094520141	5,366446321	0,576642336	0
																6	6745	215	245	94	2545	7	364	690,5699164	24,99562268	416,0903285	6,040667432	622,4771994	4,086999983	6,998987472	0,583941606	0
																6	6640	252	180	98	2521	4	291	662,6313341	22,30432834	537,778584	5,690115718	569,0941117	3,414446176	5,997168284	0,569343066	0
																6	6856	212	194	78	2558	4	702	704,315491	33,11465412	704,315491	7,650258176	765,5022167	3,539846457	5,773321008	0,613138686	0
																6	6573	225	188	97	2332	6	342	681,8050473	24,30533858	782,0954802	6,382916407	528,2707613	4,114281666	6,791043232	0,605839416	0
																6	6709	197	180	69	2173	2	545	627,3020397	25,03423722	765,8383407	7,605885934	765,8383407	5,383094088	8,676281059	0,620437956	0
																6	6743	196	180	73	2410	1	444	685,1206679	25,07187733	777,2099815	6,444924296	739,4992897	4,077508489	6,982733288	0,583941606	0
																6	6608	213	184	82	2485	3	276	695,6307102	18,07993239	393,1398705	5,512729856	558,4823187	2,894867292	4,836546573	0,598540146	0
																6	6704	193	201	87	2373	0	491	637,5740174	33,28447654	786,2289704	7,511824634	639,959481	6,63281834	10,4447829	0,635036496	0
																6	6779	197	215	63	2438	1	369	687,7806792	23,79819072	414,019214	6,028743879	204,8982249	6,293762952	10,02611075	0,627737226	0
																6	6778	195	179	57	2352	5	435	732,1465726	28,63253937	186,3412852	6,197973242	566,9225087	2,680843377	5,564780949	0,481751825	0
																6	6635	232	195	111	2564	3	255	637,20326	33,63519135	220,9130912	6,100611206	220,9130912	4,422404752	7,971966462	0,554744526	0
																6	6533	217	157	104	2575	7	226	684,3548219	21,78697854	780,359046	5,541022273	468,6695549	2,527702824	5,246898286	0,481751825	0
																6	6599	228	214	87	2158	7	494	655,782324	22,94367268	655,782324	6,775691121	778,7026321	3,400875514	5,897720828	0,576642336	0
																6	6728	191	220	93	2615	2	504	642,0182493	36,54428591	302,5253439	7,512513054	302,5253439	5,831782834	8,410044718	0,693430657	0
																6	6996	233	231	97	2426	2	412	701,1757886	21,10328121	270,4047949	6,449071289	177,9162711	4,869803906	8,339539189	0,583941606	0
																6	6667	209	218	64	2594	2	384	662,8233481	26,32328765	870,7658237	6,62738417	304,4054844	5,257734056	7,829451801	0,671532847	0
																6	6769	210	297	79	2392	3	460	685,5839912	21,72076308	856,3535157	6,205728594	630,4554506	3,866849595	6,460468226	0,598540146	0
																6	6660	206	186	85	2541	3	531	682,9579397	25,79500301	205,754729	6,507635819	907,096851	2,13911061	4,96708735	0,430656934	0
																6	6689	180	230	71	2517	3	367	684,3688504	23,29652983	906,7893334	6,460936163	632,7855249	5,213941061	7,44072839	0,700729927	0
																6	6719	206	208	91	2414	2	499	719,1985532	23,63624575	719,1985532	7,19995607	576,4539226	4,985785613	7,190027673	0,693430657	0
																6	6830	218	164	95	2608	3	508	715,2339041	29,81932165	487,7801334	6,118994338	624,1673809	2,968178614	5,980006913	0,496350365	0
																6	6723	192	192	62	2448	3	437	679,8221513	22,23176744	580,7860987	6,466274642	521,7374357	3,64098483	7,025562277	0,518248175	0
																6	6747	230	193	91	2681	4	365	691,0144379	20,0550053	561,8970825	5,128361642	520,8472127	2,101495773	4,719752801	0,445255474	0
																6	6757	189	233	83	2399	4	438	713,8722888	19,30527082	713,8722888	5,812112202	863,9547913	3,993886382	6,755091782	0,591240876	0
																6	6681	214	181	71	2592	8	514	701,2791973	23,36421363	701,2791973	6,957470539	467,3683233	3,690604924	6,566400968	0,562043796	0
																6	6826	205	213	79	2630	8	406	692,2681625	21,07561042	411,1302625	5,473914245	618,0934632	1,799202628	4,324399298	0,416058394	0
																6	6871	207	237	75	2522	0	433	676,1469856	21,27288652	204,9509246	6,018171998	365,4998611	3,386762198	5,65837099	0,598540146	0
																6	6651	213	183	81	2440	6	369	622,7594932	23,84876081	365,3292596	5,62562715	909,4911262	2,246457332	5,045322204	0,445255474	0
										1	1	0	1	0,721380673	0,049948505	6	6735	208	252	75	2506	2	725	691,3102011	34,94163649	691,3102011	7,923868462	802,3656343	4,567931459	7,193179424	0,635036496	0
																7	680	42	149	0	220	4	47	638,8847822	35,07537376	152,2838312	6,443133884	234,8447049	10,27945041	13,28570477	0,773722628	0
																7	714	32	164	1	265	3	66	698,1430242	28,47039183	698,1430242	7,013772727	527,3595939	4,128943672	6,654885683	0,620437956	0
																7	643	35	147	1	235	4	53	695,7048029	27,93812982	695,7048029	7,328415959	179,4124476	4,149186044	7,382318026	0,562043796	0
																7	692	38	132	3	256	5	56	701,0063435	27,79884823	734,1891922	6,825748035	621,2230024	3,936756127	6,128813516	0,642335766	0
																7	675	39	124	0	279	3	40	712,6994812	23,00573569	907,0016323	5,410726785	911,9780081	2,510395081	5,638100427	0,445255474	0
																7	656	27	134	0	240	4	51	678,0915612	24,11836244	643,6309532	6,068744575	576,6554701	3,327248218	5,770038049	0,576642336	0
																7	677	38	135	2	270	4	72	705,9343118	36,75027223	705,9343118	7,736351397	763,1489	6,668073501	9,417794532	0,708029197	0
